id,neo4j_id
FGF20,608057
APC2,608058
PRKDC,608059
CAD,608060
SIX4,608061
LATS1,608062
ZNF10,608063
CC2D2A,608064
AGPAT2,608065
EGLN1,608066
BCL6,608067
CCDC62,608068
TBX19,608069
SH3GL2,608070
CALR,608071
CUX1,608072
PTCH2,608073
SETD2,608074
INHBB,608075
KLF6,608076
RB1,608077
DAND5,608078
DKK1,608079
NDST1,608080
PLA2G4B,608081
ARPP21,608082
USP3,608083
TEAD2,608084
HESX1,608085
ALG10,608086
BRD2,608087
TP53I13,608088
PAX8,608089
RUSC1-AS1,608090
LBX1,608091
F2R,608092
CAPRIN2,608093
TUT1,608094
SIRT6,608095
IL10,608096
PAM,608097
CKS1B,608098
LONRF1,608099
CTBP1,608100
JAK1,608101
FOXA1,608102
RUSC1,608103
DSTYK,608104
RPLP2,608105
PKD2,608106
ATM,608107
MYL2,608108
MEIS2,608109
PRICKLE1,608110
GRM4,608111
ARMC12,608112
EN1,608113
FUBP1,608114
ACVRL1,608115
MYOD1,608116
FRS3,608117
ARNTL2,608118
SH2B2,608119
RAC3,608120
EOMES,608121
HES5,608122
ASCL1,608123
MSTN,608124
NDOR1,608125
SLAMF6,608126
C8orf34,608127
PPARGC1A,608128
ANHX,608129
PHF2,608130
FTCD,608131
FKBP4,608132
DHH,608133
LMO4,608134
RNASEH2B,608135
STAT1,608136
ESRP2,608137
FOXN4,608138
MDK,608139
COL6A2,608140
JUP,608141
DUSP10,608142
ATE1,608143
BCL7B,608144
TRIM24,608145
OSMR,608146
FGF13,608147
LOXL3,608148
CTDSPL,608149
PGS1,608150
NCOA3,608151
HOXC11,608152
AXIN1,608153
ATXN7L1,608154
LRRC43,608155
SBNO1,608156
CCNY,608157
LRRC36,608158
SOX4,608159
IL7,608160
CORO7-PAM16,608161
SOSTDC1,608162
TMEM175,608163
PKLR,608164
POLR2L,608165
KCNJ11,608166
CREB3,608167
ANKRD13B,608168
BMAL1,608169
FOXO6,608170
EPRS1,608171
TBXT,608172
PLAAT3,608173
CMKLR2,608174
MIR208A,608175
MIR199A1,608176
MIR590,608177
MIR222,608178
TMEM38B,608180
OTUD7B,608181
GREM1,608182
WARS2,608183
PTPRG,608184
LAMB2,608185
TRIP11,608186
RAB28,608187
KY,608188
LOC100130880,608189
ZNF354C,608190
COL9A3,608191
RBMS1,608192
DNAJC27,608193
DDAH1,608194
SMPD3,608195
TAF1D,608196
C11orf54,608197
HOXA2,608198
ADAM28,608199
CREB3L2,608200
AXIN2,608201
MYF5,608202
CYR61,608203
STC1,608204
IL6ST,608205
SAMD4A,608206
VPS45,608207
ADAMTS19,608208
TNFRSF11B,608209
ADAMTS5,608210
EXD1,608211
HCAR3,608212
HCAR1,608213
MAF1,608214
CHP1,608215
C6orf7,608216
OGFR,608217
COL15A1,608218
GRK5,608219
LOX,608220
USP19,608221
PBX2,608222
ATP13A2,608223
HNRNPD,608224
HYAL1,608225
EXT2,608226
HCAR2,608227
ADAMTS14,608228
DPH3P1,608229
HYAL2,608230
ADCK3,608231
GRB10,608232
WDR35,608233
TTC32,608234
CTDSP1,608235
NKX3-2,608236
SLCO1C1,608237
CER1,608238
KAT2A,608239
DCBLD1,608240
HOXD3,608241
DENR,608242
NAP1L5,608243
SOX11,608244
MDFI,608245
ANKRD44,608246
MATN1,608247
SLC28A1,608248
FAM53B,608249
ATP7A,608250
TFAP2A,608251
BMPR1B,608252
RORA,608253
ZNF879,608254
GLT8D1,608255
HOXB3,608256
SATB2,608257
PCBP3,608258
ADAMTS4,608259
MST1,608260
SLC34A1,608261
RNF123,608262
GLYCTK,608263
COL27A1,608264
SHOX2,608265
SLC12A4,608266
PCGF2,608267
ATAD5,608268
FGF4,608269
DLL3,608270
C5orf30,608271
TMEM208,608272
LRRC29,608273
SF3B1,608274
SPCS1,608275
WDR82,608276
ADAMTS12,608277
RBFOX2,608278
CDON,608279
DLX2,608280
BGN,608281
SLC9A5,608282
FHOD1,608283
DNAH1,608284
PDGFA,608285
ADAMTS7,608286
DGKI,608287
STAG1,608288
QARS,608289
NEDD4,608290
RIPPLY2,608291
TEX264,608292
SPRTN,608293
RPL34,608294
SRC,608295
CRISPLD1,608296
CSF1,608297
GNAI2,608298
HYAL3,608299
CASR,608300
LIMK2,608301
TCFL5,608302
CMKLR1,608303
NTF3,608304
PSMB10,608305
TNP1,608306
AMZ1,608307
ALPPL2,608308
HOXB1,608309
CTRL,608310
TPPP,608311
DCHS1,608312
ACVR2B,608313
RBM4B,608314
GRM2,608315
DUSP4,608316
PTPRJ,608317
FAM124B,608318
STAU2,608319
DLX5,608320
IFT80,608321
JMJD4,608322
RASA1,608323
SNAP47,608324
PDCD6,608325
PDPN,608326
ABCB5,608327
COL3A1,608328
TMEM206,608329
QRICH1,608330
CNOT3,608331
RPLP1,608332
BMP8A,608333
TULP3,608334
NIPBL,608335
GSC,608336
E2F4,608337
TAOK2,608338
SNAI1,608339
TCOF1,608340
OSR2,608341
COL12A1,608342
FZD8,608343
UCN2,608344
HOXD11,608345
CRLF3,608346
ATP2A1,608347
DDX27,608348
FOS,608349
UCMA,608350
TIMP2,608351
TMEM119,608352
TNC,608353
CTPS1,608354
RHO,608355
DTNB,608356
ATAD2B,608357
EPHA2,608358
LSM4,608359
LHX1,608360
DPEP3,608361
TNRC6A,608362
HIST1H2BD,608363
ROMO1,608364
SLC26A2,608365
NCK1,608366
COL5A2,608367
HIST1H1E,608368
CTHRC1,608369
SLC25A19,608370
DNAJB4,608371
PPM1M,608372
TMEM219,608373
TRIM41,608374
CCDC71,608375
DYNC1LI2,608376
ERRFI1,608377
CCN1,608378
CCN3,608379
SCX,608380
APMAP,608381
FKBP10,608383
KLHL10,608384
STARD13,608386
CTNNBL1,608388
TOX3,608389
FAM196A,608390
SIAH2,608391
BET1,608392
USP44,608393
ASPH,608394
PDE7B,608395
DCAF12,608396
UBL3,608397
SLC39A11,608398
UBAP1,608399
GNG11,608400
SLC25A21,608402
GFPT1,608403
CDC5L,608404
KCNG2,608405
SPON2,608406
TGFA,608407
KIAA1429,608408
INSC,608409
MKRN1,608410
KCNG1,608411
SLC13A1,608412
DPYSL4,608413
NCAM1,608414
CDH6,608415
EXD3,608416
EIF4E3,608417
IGLON5,608418
PTPRC,608419
CD33,608420
GPR27,608421
BSN,608422
BIN2,608423
NAA15,608424
NDUFC1,608425
CELA1,608426
MGARP,608427
PACSIN1,608428
RNF212,608429
RAB19,608430
NOXA1,608431
TNXB,608432
ATF6B,608433
ESRP1,608434
FKBPL,608435
SLC37A3,608436
LETM1,608437
DCC,608438
IRF2BP1,608439
SYMPK,608440
NRARP,608441
MIPOL1,608442
VSIG10L,608443
GALNT6,608444
MYPOP,608445
PRRT1,608446
SLC4A8,608447
SPOCK2,608448
PPT2,608449
CLPTM1,608450
SMAGP,608451
CEP72,608453
NNT,608454
ALDH1A2,608455
SPATA8,608456
ASS1,608457
CRTC1,608458
PAX9,608459
ADAMTS16,608460
VEPH1,608461
HSPB3,608462
ASZ1,608463
KLHL26,608464
HIST1H2BL,608465
HIST1H2AI,608466
HIST1H3H,608467
HIST1H2AJ,608468
HIST1H2BM,608469
IL12RB2,608471
CCR1,608472
IL12A,608473
STAT4,608474
TFCP2L1,608475
CNTN5,608476
SEMA6D,608477
TNFSF8,608478
CCDC122,608479
LACC1,608480
NPHP4,608481
KCNAB2,608482
IRF8,608483
GALR1,608484
CLIP4,608485
CCR3,608486
IL12RB1,608487
IL22RA2,608488
CPLX1,608489
IL12B,608490
IL19,608491
KLRC4,608492
FUT2,608493
KLRC4-KLRK1,608494
AFF1,608495
PSORS1C2,608496
ARHGEF12,608497
KLRC3,608498
TNS3,608499
C8orf4,608500
KLRK1,608501
MAMSTR,608502
TM9SF2,608503
FAM120B,608504
KLRC2,608505
CCHCR1,608506
TCF19,608507
DLX6,608508
NTN5,608509
IL4,608510
TMEM136,608511
TNFSF15,608512
IL4R,608513
IL5,608514
FOXG1,608515
ARRB2,608516
POU5F1,608517
RASIP1,608518
MED11,608519
IFNGR2,608520
RNF5,608521
CXCL16,608522
PELP1,608523
AGPAT1,608524
ZMYND15,608525
IZUMO1,608526
KLRC1,608527
EGFL8,608528
GPSM3,608529
CDH12,608531
KCTD1,608532
SLC8A1,608533
LIFR,608534
NARS2,608535
DISC1,608536
SLC41A3,608537
ZNF717,608538
L1TD1,608539
HACE1,608540
NTNG2,608541
DNAH8,608542
SLITRK5,608543
SPRED2,608544
XCL2,608545
MAGED1,608546
TAF4B,608547
FAH,608548
ASAH1,608549
CD163,608550
POU3F1,608551
MGST1,608552
MGA,608553
RGS17,608554
MAGED4B,608555
MAGED4,608556
HTR1D,608557
SLC2A1,608558
HTATIP2,608559
MORN4,608560
LIME1,608561
TTC23,608562
LRRC28,608563
SLC2A4RG,608564
COPZ2,608565
ACTG2,608566
PI4K2A,608567
APOBEC1,608568
C4BPA,608569
FARP1,608570
C10orf62,608571
ZNF691,608572
NFE2L1,608573
TYRO3,608574
ARFRP1,608575
ZGPAT,608576
HOGA1,608577
GLO1,608578
C4BPB,608579
MYADM,608580
TNFRSF6B,608581
NLRP12,608582
NAT1,608583
STAMBP,608584
DGUOK,608585
PRKCG,608586
ANKRD2,608587
DPCR1,608588
SFTA2,608589
VARS2,608590
NT5C2,608592
MCTP2,608593
GPR22,608594
SLC17A6,608595
NCALD,608596
ZFHX4,608597
MET,608598
KCNA3,608599
GOLPH3L,608600
CHDH,608601
IL17RB,608602
RPL6,608603
CD53,608604
HORMAD1,608605
PGPEP1,608606
GDF15,608607
DDX39B,608608
HDDC3,608609
ATP6V1G2,608610
LRRC25,608611
NHLRC2,608612
NFKBIL1,608613
NANOS2,608614
DCLRE1A,608615
ENSA,608616
KCNH6,608617
TBPL1,608618
CENPA,608619
ATG9B,608620
GDF6,608622
MYCN,608623
DPRX,608624
SNX9,608625
FOXK1,608626
SYT1,608627
MAML3,608628
RANBP3L,608629
GAS1,608630
TRDN,608631
GAP43,608632
DPYD,608633
FERD3L,608634
METTL21C,608635
DPPA3,608636
CHAC2,608637
GDF3,608638
XYLT2,608639
CLEC4C,608640
EME1,608641
MRPL27,608642
CCDC168,608643
TMEM92,608644
NANOGNB,608645
ZSCAN20,608647
IRX5,608648
NREP,608649
SCN10A,608650
PRKCA,608651
MYO18B,608652
MAPRE2,608653
HDDC2,608654
CAMK2D,608655
MYH7B,608656
SCN5A,608657
GSS,608658
CCL14,608660
CCL16,608661
CCL15,608662
CCL23,608663
OR10J5,608664
LYZL6,608665
PLCL2,608669
CCL17,608670
CCL18,608672
CCL25,608675
ELAVL1,608676
EEF1B2,608678
NDUFS1,608679
GPR1,608680
CCL4,608682
CCL3,608683
LTF,608685
CADM3,608687
THY1,608688
ANKRD36B,608689
ELOVL6,608690
SMC2,608691
RP1L1,608692
CDH4,608693
NUGGC,608694
ELP3,608695
CCL8,608696
FAHD2B,608697
FAM178B,608698
ANKRD36,608699
SALL2,608700
OR10G3,608701
CCL11,608702
CCL13,608703
METTL3,608704
CCL1,608705
CCL7,608706
SCARA5,608707
FCER1A,608708
UGT2B4,608711
BMP2K,608712
NPFFR2,608713
GK2,608714
ANTXR2,608715
BTC,608716
COX18,608717
PARM1,608718
ANXA3,608719
GC,608720
STAP1,608721
SOWAHB,608722
CNOT6L,608723
GNRHR,608724
UGT2B10,608725
SYNCRIP,608726
C4orf26,608727
RCHY1,608728
THAP6,608729
EPGN,608730
UBA6,608731
MRPL1,608732
SHROOM3,608733
UGT2A3,608734
KIAA1644,608735
SDAD1,608736
CXCL6,608737
FAM47E-STBD1,608738
FAM47E,608739
CXCL9,608740
CDK5RAP2,608741
PLSCR5,608742
SNX14,608743
PROL1,608744
CSN3,608745
CCDC158,608746
PAQR3,608747
SMR3B,608748
SFTA3,608749
PF4,608750
ZNF280B,608751
UTP15,608752
CDKL2,608753
CXCL1,608754
ANKRA2,608755
ART3,608756
FDCSP,608757
PSG2,608758
MUC7,608759
DCK,608760
UGT2B28,608761
SCARB2,608762
PPBP,608763
NAAA,608764
PF4V1,608765
CXCL10,608766
MOB1B,608767
SMR3A,608768
STBD1,608769
RTCA,608770
CXCL5,608771
DBT,608772
HLA-DRB5,608773
CABS1,608774
CXCL11,608776
CXCL3,608779
SKA3,608782
LRRK2,608783
ZP4,608784
PIK3C3,608785
TSPAN13,608786
SERPINA9,608787
BZW2,608788
ANKMY2,608789
TRIM40,608790
TRIM10,608791
SERPINA11,608792
SERPINA4,608793
CEBPB,608795
CRP,608796
DUSP1,608797
NFE2L2,608798
TNFAIP3,608799
IL1R1,608800
STARD10,608801
HNF4A,608802
ONECUT2,608803
RNF10,608804
PPP5C,608805
METAP2,608806
FARP2,608807
ONECUT1,608808
CAMKK2,608809
GPR146,608810
BDNF,608811
IKZF2,608812
TMEM18,608813
USP20,608814
EIF3J,608815
GADD45G,608816
HPN,608817
ZNF644,608818
NR0B2,608819
CTSA,608820
WDR72,608821
OR4C12,608822
PRKAB1,608823
PDE4B,608824
SLC38A4,608825
CENPO,608826
TOMM7,608827
JMY,608828
OR4C3,608829
OR4C46,608830
FAM117B,608831
DR1,608832
SCGN,608833
ITGA1,608834
CLDN23,608835
ATP6V1G3,608836
GIMAP6,608837
SIK3,608838
KLF15,608839
INPP5K,608840
MMS22L,608841
NUP210L,608842
SOD1,608843
PTPN2,608844
ADAR,608845
CELF1,608846
SH2B1,608847
SENP1,608848
ADIPOR2,608849
SNRK,608850
ETV6,608851
PELO,608852
C1orf43,608853
SLC25A5,608854
NEK7,608855
IP6K2,608856
CRTAC1,608857
C1QTNF1,608858
CD300LF,608859
TP53BP1,608860
NPEPL1,608861
SUPT7L,608862
CBL,608863
STRN,608864
SLC4A1AP,608865
HIF1AN,608866
PCSK1,608867
CTAGE4,608868
PXN,608869
ALDOC,608870
CABP1,608871
PTPRF,608872
SETD5,608873
GYS2,608874
PSMG2,608875
CEP76,608876
NSMCE1,608877
GIMAP4,608878
OR4S1,608879
PLA2G1B,608880
RAB37,608881
IRF1,608882
SIRT4,608883
SLC29A3,608884
ZNF655,608885
SIDT2,608886
PLA2G12B,608887
RBM25,608888
ARL14EP,608889
NEUROG3,608890
PPARGC1B,608891
JOSD1,608892
MAP3K8,608893
ALPL,608894
NCKIPSD,608895
CD19,608896
FAM200A,608897
DBNL,608898
CYP2W1,608899
C1QTNF4,608900
ZNF573,608901
FNDC9,608902
OR9G1,608903
TUBGCP4,608904
TCF23,608905
CIT,608906
APOL6,608907
SRSF3,608908
PON3,608909
BHMT,608910
BGLAP,608911
FOXP3,608912
ZSCAN29,608913
PYCR2,608914
MYZAP,608915
CRH,608916
ELK4,608917
ZBTB40,608918
SGIP1,608919
KCNB2,608920
ACSL5,608921
HTR2C,608922
OR4C11,608923
RANBP17,608924
GTPBP1,608925
SPHKAP,608926
TUFM,608927
PCDH17,608928
FABP1,608929
CYFIP2,608930
MAP4K4,608931
ZNF469,608932
OR9G4,608933
ZNF607,608934
NQO1,608935
FOLH1,608936
SEC61B,608937
SBK1,608938
SIRT3,608939
COX19,608940
ACOT11,608941
ALG2,608942
P2RX4,608943
NFKBIZ,608944
INPPL1,608945
TPM3,608946
ACTB,608947
PHF21A,608948
ATP8B1,608949
DHFRL1,608950
ACADS,608951
TNFAIP8L2,608952
PREB,608953
FASN,608954
XKR6,608955
NCL,608956
SHE,608957
NYNRIN,608958
TDRD10,608959
SPP1,608960
TOMM22,608961
SPRYD4,608962
PACS1,608963
C1QTNF2,608964
ZZZ3,608965
SNAPC4,608966
GPR137B,608967
KLB,608968
MERTK,608969
HSD11B1,608970
THUMPD3,608971
C3,608972
CSNK2A2,608973
PRF1,608974
KLF10,608975
NR4A3,608976
DGKH,608977
GATM,608978
CLPS,608979
PITX3,608980
DPYSL5,608981
MRPL33,608982
ZFYVE1,608983
SKA2,608984
ZDHHC18,608985
RBMS2,608986
SLURP1,608987
MICAL3,608988
CARD9,608989
SSBP4,608990
TRIP12,608991
FBXO36,608992
TSC1,608993
FGL1,608994
NUCKS1,608995
SLC9A3R1,608996
CDHR3,608997
ATXN2L,608998
NUMB,608999
SLC27A5,609000
EIF4G3,609001
SFN,609002
OR5AR1,609003
PAPOLA,609004
EPM2AIP1,609005
OLIG3,609006
CBR1,609007
ZCCHC2,609008
TRAF3IP2,609009
TGM2,609010
OR4C16,609011
SDCCAG3,609012
CBLN3,609013
MPZL3,609014
ATG16L2,609015
FABP5,609016
ANAPC4,609017
HDAC3,609018
PMPCA,609019
KHNYN,609020
NFKBID,609021
CELSR3,609022
SEPT2,609023
TNFSF4,609024
RECQL,609025
ABHD1,609026
OR4P4,609027
KISS1R,609028
IRF2BPL,609029
SEC61A1,609030
PYGL,609031
FABP4,609032
GCK,609033
POP5,609034
ADAP1,609035
PABPC4,609036
GADD45A,609037
CCDC34,609038
DNLZ,609039
REEP1,609040
TLX3,609041
SETD9,609042
PITPNA,609043
MIP,609044
FMO5,609045
ZBTB9,609046
FAM161A,609047
ZNF781,609048
SYT4,609049
RORC,609050
GPN2,609051
NUAK2,609052
NLRX1,609053
TRAIP,609054
SIRT7,609055
TCHP,609056
USP47,609057
WWP2,609058
GOLT1B,609059
FBLN7,609060
CYBB,609061
EIF5A2,609062
TNKS2,609063
MAPK6,609064
GNA11,609065
ALMS1,609066
SETD4,609067
ZBTB7C,609068
RAB26,609069
MRPS10,609070
TLR10,609071
NSUN2,609072
RERE,609073
CGREF1,609074
ZNF235,609075
SMG1,609076
SSU72,609077
RAPSN,609078
CAMSAP3,609079
YWHAB,609080
OPA3,609081
HNRNPC,609082
GPSM1,609083
QSER1,609084
VIT,609085
ST8SIA3,609086
LPIN1,609087
ATAD3C,609088
TRIM56,609089
RAG1,609090
MAP6D1,609091
SMARCD1,609092
PGAM5,609093
IL1RL2,609094
TMEM203,609095
PLVAP,609096
KRTAP17-1,609097
ZDHHC4,609098
DCUN1D3,609099
TIMELESS,609100
ELMOD1,609101
MTMR9,609102
PTPMT1,609103
FNBP1L,609104
WRAP53,609105
UBP1,609106
FUT11,609107
PPARA,609108
FBF1,609109
CRHR2,609110
DNAH11,609111
ZNF608,609112
DBN1,609113
SDR39U1,609114
ISYNA1,609115
CHCHD1,609116
SETD1A,609117
NGDN,609118
CBX6,609119
TMEM26,609120
HR,609121
STX16,609122
CYTH3,609123
TEX261,609124
NPY2R,609125
ZNF420,609126
P2RY13,609127
OR4S2,609128
ARAP1,609129
DUSP7,609130
TRAF7,609131
TSC2,609132
AKAP9,609133
SATB1,609134
TRMU,609135
BCORL1,609136
CBWD2,609137
TEF,609138
CD79A,609139
LACTB,609140
AMPD3,609141
FSHB,609142
STEAP4,609143
ANP32B,609144
PCMT1,609145
RAB36,609146
ENAM,609147
CEP112,609148
TBK1,609149
MYO1C,609150
SLC16A2,609151
FA2H,609152
FAM227A,609153
SSTR5,609154
LARP1,609155
CBY1,609156
RIT2,609157
SLC38A2,609158
C17orf58,609159
PCYT2,609160
TMEM41B,609161
TAGAP,609162
UBE2E1,609163
ZFAND6,609164
SLAIN2,609165
MYSM1,609166
PEAK1,609167
NBPF3,609168
PEX3,609169
KLC2,609170
PLEKHF2,609171
GDA,609172
SNX5,609173
MGAT4A,609174
OR8J1,609175
SOX21,609176
PHYH,609177
OR4C15,609178
TXNDC5,609179
CST7,609180
TREH,609181
TTC28,609182
MLEC,609183
OPTN,609184
OSGIN1,609185
MEFV,609186
EML4,609187
PANK1,609188
OR8U1,609189
CPE,609190
SERPINA10,609191
SEC24C,609192
FFAR1,609193
TLR2,609194
FABP6,609195
ING1,609196
TLR1,609197
SPTBN1,609198
UBE2B,609199
GPATCH3,609200
CBR3,609201
HSD17B1,609202
CCDC171,609203
ALDH2,609204
CCDC37,609205
MS4A2,609206
LEO1,609207
GRIA1,609208
GAD1,609209
CACNA1B,609210
NDST3,609211
EMCN,609212
TRANK1,609213
CARS2,609214
OR8K1,609215
ACPP,609216
PDIA6,609217
NT5C,609218
VWC2,609219
AVPR1A,609220
ARRDC3,609221
NEO1,609222
RPGRIP1,609223
CSF2,609224
ZC3H12A,609225
SF3B2,609226
NOP58,609227
UBR2,609228
MAP3K10,609229
INPP5D,609230
GBA1,609231
MPC1,609232
ILRUN,609233
MIGA2,609234
RUBCN,609235
OR4M2B,609236
UOX,609237
HMGB1P1,609238
MPC2,609239
FAM234B,609240
MICOS13,609241
CRACDL,609242
KICS2,609243
CRYZL2P-SEC16B,609244
SAA3P,609245
CCL24,609248
CCL26,609249
RPN1,609251
PYHIN1,609252
RASGEF1A,609253
LIMD1,609254
CD46,609255
XCR1,609256
FYCO1,609257
SLC7A11,609258
CITED4,609259
LIMS1,609260
DIAPH3,609261
CCL2,609262
KBTBD11,609263
ST3GAL3,609264
FAM78B,609265
SERTAD2,609266
EDN2,609267
CDCP1,609268
SHQ1,609269
C5AR1,609270
TMEM117,609271
LRTM1,609272
ANKRD18A,609273
ZNF660,609274
ZNF662,609275
BRI3,609276
RADIL,609277
MCL1,609278
GPC5,609279
CCDC9,609280
LOC100132146,609281
AP5Z1,609282
MYOM2,609283
TMEM233,609284
KCNQ4,609285
TECPR1,609286
ADAMTSL4,609287
SETDB1,609288
ALS2CL,609289
MNDA,609290
GXYLT2,609291
OR11G2,609292
DHX34,609293
HIGD1A,609294
CTSS,609295
CDX1,609296
CSF1R,609297
OR4N5,609298
ARNT,609299
ZNF197,609300
BBC3,609301
OR11H6,609302
HMHA1,609303
TDGF1,609304
TMIE,609305
KCNV1,609308
PTMA,609309
SYNE1,609310
UTRN,609311
SERP2,609312
CCL5,609313
SERPINB8,609314
CNTN4,609315
TMEM45B,609316
C15orf41,609317
ATXN10,609318
LMBRD1,609319
SPACA7,609320
SOX1,609321
TAF15,609322
ZNF747,609323
ZNF768,609324
ZNF764,609325
AKAP8,609326
CYP4F12,609327
OR10H1,609328
OR10H5,609329
CYP4F3,609330
MMP28,609331
ZNF688,609332
F12,609333
AKAP8L,609334
EPHX3,609335
HMSD,609336
PFN3,609337
GRK6,609338
BRD4,609339
OR10H2,609340
ZNF785,609341
OR10H3,609342
CYP4F8,609343
PDE6D,609344
PRR7,609345
CD109,609347
HRG,609350
FETUB,609351
AHSG,609352
KNG1,609353
SUCLG2,609355
SLC28A3,609356
RFK,609357
TMEM229A,609358
TMEM132C,609359
DUSP6,609361
CD300A,609362
IFNAR2,609364
TYK2,609365
ACE2,609366
OAS1,609367
OAS3,609368
DPP9,609369
MUC5B,609370
OAS2,609371
ATP5O,609372
IFNAR1,609373
FOXP4,609374
SFTPD,609375
IRF9,609376
KCNN3,609377
IRF3,609378
RAB2A,609379
TMEM65,609380
BCL11A,609381
STAT2,609382
ATP11A,609383
MAVS,609384
EIF2AK2,609385
MYD88,609386
IRF7,609387
ELF5,609388
PRCP,609389
TRAF3,609390
HLA-DPB1,609391
IKBKE,609392
HLA-DPA1,609393
LARS2,609394
WDSUB1,609395
SFTPC,609396
LZTFL1,609397
TRAP1,609398
ARHGAP27,609399
CXCL2,609400
TLR6,609401
IRAK4,609402
TLR3,609403
TAC4,609404
RTP3,609405
SFTPA1,609406
FLJ45513,609407
LYZL2,609408
NEDD1,609409
TRABD2B,609410
MYO1E,609411
PLSCR2,609412
MTDH,609413
AK5,609414
SLC22A31,609415
CDH10,609416
IQGAP1,609417
ATP2B4,609418
YAF2,609419
SDPR,609420
HLA-C,609421
CDYL,609422
PLSCR1,609423
CEP97,609424
MRVI1,609425
GLP2R,609426
SCGB2B2,609427
CSF3,609428
MFN1,609429
SPTAN1,609430
SFTPA2,609431
GLE1,609432
GFI1,609433
PPM1H,609434
EMC2,609435
SGMS2,609436
ADAM23,609437
ZNF774,609438
SESN1,609439
RPL24,609440
NUP62CL,609441
PRTFDC1,609442
FBXL4,609443
DSP,609444
CCNA1,609445
DHRS7C,609446
SLC7A14,609447
GUCY2F,609448
MIOS,609449
OTUD7A,609450
TFDP3,609451
SLC35F1,609452
LDLRAD3,609453
C12orf75,609454
ZNF639,609455
RIOK2,609456
OTX2,609457
IRX3,609458
PTPRN2,609459
SOCS6,609460
GRM8,609461
CCR9,609462
MT2A,609463
PDHX,609464
APIP,609465
ZNF778,609466
COQ10B,609467
LHPP,609468
SLC6A15,609469
FAM81A,609470
ZBTB11,609471
SYNJ1,609472
ZNF385D,609473
LRRN3,609474
CDH15,609475
NDRG1,609476
NEGR1,609477
NOSTRIN,609478
MAL,609479
SSR3,609480
IL3,609481
CXorf57,609482
POMZP3,609483
ABCC12,609484
PRPS1,609485
SNX13,609486
KIAA1715,609487
LMNB1,609488
ARHGAP5,609489
BCL2L14,609490
BTBD11,609491
PIGL,609492
C3orf79,609493
OBSCN,609494
ANKRD6,609495
PBOV1,609496
TRIM46,609497
TPRG1,609498
ZAR1L,609499
CLNS1A,609500
ZSCAN21,609501
POLD3,609502
NAPSA,609503
ZNF787,609504
SGCG,609505
SYNRG,609506
B3GAT1,609507
KIAA1211,609508
CLYBL,609509
C20orf85,609510
MACC1,609511
ZCWPW2,609512
PRDM5,609513
ZNF496,609514
TIAM2,609515
POLD1,609516
HPSE2,609517
RAP1GDS1,609518
AQP11,609519
DAPK1,609520
GRM7,609521
ERH,609522
GON4L,609523
CDKN3,609524
SLC39A9,609525
GINS2,609526
NFASC,609527
SLC6A20,609528
MAP3K14,609529
NR4A2,609530
SP4,609531
SYK,609532
MND1,609533
SYT11,609534
UFM1,609535
SYDE2,609536
C2orf70,609537
TMEM170B,609538
AQP7,609539
RRAGC,609540
SDK1,609541
GLIS3,609542
NKAIN3,609543
ADCY8,609544
C1QTNF3,609545
ADAM12,609546
DUPD1,609547
FAM171A1,609548
EMID1,609549
TNRC6C,609550
HHIPL2,609551
KCTD7,609552
HIVEP1,609553
PTGFR,609554
MYT1L,609555
KCNA6,609556
BPIFC,609557
PNLIPRP3,609558
RGMB,609559
HPSE,609560
CD44,609561
PRDM9,609562
IPO5,609563
TRAPPC9,609564
TRERF1,609565
KIAA0391,609566
LINGO2,609567
TMEM178B,609568
PPP2R3C,609569
PPFIA2,609570
AQP3,609571
TMTC1,609572
SLC26A9,609573
HOPX,609574
PSME4,609575
OTOF,609576
TMTC2,609577
PRKCB,609578
CTTNBP2NL,609579
QKI,609580
DICER1,609581
ODF2L,609582
FCRL5,609583
MORN5,609584
DMD,609585
NDUFA8,609586
IMMP2L,609587
ZDHHC2,609588
GABRA5,609589
POU2AF1,609590
NXPH3,609591
DKK2,609592
MLIP,609593
USP26,609594
RBM26,609595
ARID1B,609596
BEND7,609597
BOC,609598
EGFL6,609599
KCNS2,609600
XIRP2,609601
SALL3,609602
SPANXN1,609603
PDCD6IP,609604
KNDC1,609605
LRRC3,609606
RAB3IP,609607
CRTAM,609608
F13A1,609609
ARHGAP12,609610
SCN3A,609611
PTPRU,609612
KIRREL3,609613
SORBS1,609614
RNF144B,609615
GABRB2,609616
DOCK3,609617
TMEM248,609618
C9orf85,609619
GFPT2,609620
ZNF444,609621
SBNO2,609622
RHCG,609623
CCRN4L,609624
LOC100144595,609625
AMOT,609626
CNTN1,609627
DOPEY2,609628
PDZRN4,609629
PVRL3,609630
KBTBD8,609631
FBXL18,609632
SLC22A5,609633
STK11,609634
IBA57,609635
CA10,609636
SCFD2,609637
BTG1,609638
NKX1-2,609639
GNB5,609640
ZNF516,609641
GABRG3,609642
JAKMIP2,609643
C7orf72,609644
KLHL4,609645
C9orf62,609646
CSMD3,609647
KCNU1,609648
SNRPA1,609649
MID1IP1,609650
FBXO8,609651
PAK4,609652
MBD3L5,609653
RPS29,609654
FAM107B,609655
EFCAB11,609656
ATXN7L3B,609657
ANKRD30A,609658
HSPA4L,609659
PLOD2,609660
CEP44,609661
KRTCAP2,609662
RGS18,609663
DLG5,609664
PPP1R16B,609665
TIMM21,609666
FXYD4,609667
RAD51B,609668
